"FQ","FCLTY","OWNER","TABLE_NAME","COLUMN_NAME","DATA_TYPE","DATA_LENGTH","DATA_PRECISION","DATA_SCALE","NULLABLE","COLUMN_ID"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,ABILITA_TASTIERA,TIPO_OPERAZIONE,VARCHAR2,"40",,,N,"6"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,ABILITA_TASTIERA,SNODENAME,VARCHAR2,"20",,,N,"2"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,ABILITA_TASTIERA,MODALITA,VARCHAR2,"40",,,N,"7"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,ABILITA_TASTIERA,FULLNAME,VARCHAR2,"30",,,N,"4"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,ABILITA_TASTIERA,USERNAME,VARCHAR2,"30",,,N,"3"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,ABILITA_TASTIERA,TIMESTAMP,DATE,"7",,,N,"1"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,ABILITA_TASTIERA,NOTA,VARCHAR2,"1024",,,N,"5"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_0096,BEGALARM,DATE,"7",,,N,"4"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_0096,ALARM,VARCHAR2,"80",,,N,"3"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_0096,AIMS,NUMBER,"22",,,N,"1"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_0096,FULLNAME,VARCHAR2,"50",,,N,"7"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_0096,SIGN,VARCHAR2,"20",,,N,"6"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_0096,NOTES,VARCHAR2,"2000",,,N,"9"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_0096,ENDALARM,DATE,"7",,,N,"5"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_0096,CYCLENAME,VARCHAR2,"50",,,N,"2"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_0096,CHKDATE,DATE,"7",,,N,"8"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_1371,NOTES,VARCHAR2,"2000",,,N,"9"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_1371,CYCLENAME,VARCHAR2,"50",,,N,"2"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_1371,FULLNAME,VARCHAR2,"50",,,N,"7"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_1371,ALARM,VARCHAR2,"80",,,N,"3"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_1371,AIMS,NUMBER,"22",,,N,"1"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_1371,BEGALARM,DATE,"7",,,N,"4"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_1371,SIGN,VARCHAR2,"20",,,N,"6"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_1371,CHKDATE,DATE,"7",,,N,"8"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_1371,ENDALARM,DATE,"7",,,N,"5"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_1372,FULLNAME,VARCHAR2,"50",,,N,"7"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_1372,ALARM,VARCHAR2,"80",,,N,"3"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_1372,CYCLENAME,VARCHAR2,"50",,,N,"2"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_1372,CHKDATE,DATE,"7",,,N,"8"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_1372,NOTES,VARCHAR2,"2000",,,N,"9"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_1372,ENDALARM,DATE,"7",,,N,"5"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_1372,SIGN,VARCHAR2,"20",,,N,"6"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_1372,AIMS,NUMBER,"22",,,N,"1"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_ALM_1372,BEGALARM,DATE,"7",,,N,"4"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_CICLI,LOTNAME0,VARCHAR2,"50",,,N,"15"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_CICLI,USR_APPROVE,VARCHAR2,"50",,,Y,"12"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_CICLI,LOTNAME6,VARCHAR2,"50",,,N,"21"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_CICLI,NOTES,VARCHAR2,"2000",,,Y,"14"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_CICLI,LOTNAME9,VARCHAR2,"50",,,N,"24"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_CICLI,AIMS,NUMBER,"22",,,N,"1"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_CICLI,FULLNAMECHECK,VARCHAR2,"50",,,Y,"10"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_CICLI,CYCLENAME,VARCHAR2,"50",,,N,"2"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_CICLI,BEGTIME,DATE,"7",,,N,"3"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_CICLI,LOTNAME5,VARCHAR2,"50",,,N,"20"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_CICLI,LOTNAME4,VARCHAR2,"50",,,N,"19"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_CICLI,LOTNAME8,VARCHAR2,"50",,,N,"23"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_CICLI,LOTNAME3,VARCHAR2,"50",,,N,"18"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_CICLI,RECIPEVERSION,VARCHAR2,"5",,,N,"7"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_CICLI,CYCLERESULT,VARCHAR2,"50",,,N,"8"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_CICLI,RECIPENUMBER,NUMBER,"22",,,N,"6"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_CICLI,FULLNAMESTART,VARCHAR2,"50",,,Y,"5"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_CICLI,USRSTART,VARCHAR2,"20",,,N,"4"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_CICLI,LOTNAME1,VARCHAR2,"50",,,N,"16"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_CICLI,LOTNAME2,VARCHAR2,"50",,,N,"17"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_CICLI,LOTNAME7,VARCHAR2,"50",,,N,"22"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_CICLI,TIMECHECK,DATE,"7",,,N,"11"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_CICLI,USRCHECK,VARCHAR2,"20",,,N,"9"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_CICLI,TIME_APPROVE,DATE,"7",,,Y,"13"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER79,VARCHAR2,"150",,,Y,"89"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER87,VARCHAR2,"150",,,Y,"97"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER55,VARCHAR2,"150",,,Y,"65"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER5,VARCHAR2,"150",,,Y,"15"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,RECIPEVERSION,VARCHAR2,"5",,,N,"4"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER81,VARCHAR2,"150",,,Y,"91"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER95,VARCHAR2,"150",,,Y,"105"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER106,VARCHAR2,"150",,,Y,"116"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER114,VARCHAR2,"150",,,Y,"124"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER78,VARCHAR2,"150",,,Y,"88"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER8,VARCHAR2,"150",,,Y,"18"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,DATESIGNED,DATE,"7",,,N,"7"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER107,VARCHAR2,"150",,,Y,"117"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER76,VARCHAR2,"150",,,Y,"86"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER33,VARCHAR2,"150",,,Y,"43"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER47,VARCHAR2,"150",,,Y,"57"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER101,VARCHAR2,"150",,,Y,"111"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER42,VARCHAR2,"150",,,Y,"52"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,NOTES,VARCHAR2,"2000",,,Y,"9"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER41,VARCHAR2,"150",,,Y,"51"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER36,VARCHAR2,"150",,,Y,"46"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,AIMS,NUMBER,"22",,,N,"2"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER84,VARCHAR2,"150",,,Y,"94"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER102,VARCHAR2,"150",,,Y,"112"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER108,VARCHAR2,"150",,,Y,"118"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER75,VARCHAR2,"150",,,Y,"85"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER110,VARCHAR2,"150",,,Y,"120"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER82,VARCHAR2,"150",,,Y,"92"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER69,VARCHAR2,"150",,,Y,"79"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER25,VARCHAR2,"150",,,Y,"35"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER50,VARCHAR2,"150",,,Y,"60"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER44,VARCHAR2,"150",,,Y,"54"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER10,VARCHAR2,"150",,,Y,"20"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER29,VARCHAR2,"150",,,Y,"39"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER53,VARCHAR2,"150",,,Y,"63"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER45,VARCHAR2,"150",,,Y,"55"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER57,VARCHAR2,"150",,,Y,"67"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER2,VARCHAR2,"150",,,Y,"12"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER64,VARCHAR2,"150",,,Y,"74"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER52,VARCHAR2,"150",,,Y,"62"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER26,VARCHAR2,"150",,,Y,"36"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER58,VARCHAR2,"150",,,Y,"68"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER22,VARCHAR2,"150",,,Y,"32"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER20,VARCHAR2,"150",,,Y,"30"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER98,VARCHAR2,"150",,,Y,"108"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER83,VARCHAR2,"150",,,Y,"93"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,RECIPESTATUS,VARCHAR2,"15",,,N,"8"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER68,VARCHAR2,"150",,,Y,"78"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER9,VARCHAR2,"150",,,Y,"19"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER96,VARCHAR2,"150",,,Y,"106"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER77,VARCHAR2,"150",,,Y,"87"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER27,VARCHAR2,"150",,,Y,"37"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER23,VARCHAR2,"150",,,Y,"33"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER63,VARCHAR2,"150",,,Y,"73"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER88,VARCHAR2,"150",,,Y,"98"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,RECIPENAME,VARCHAR2,"50",,,N,"3"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER34,VARCHAR2,"150",,,Y,"44"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER80,VARCHAR2,"150",,,Y,"90"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER4,VARCHAR2,"150",,,Y,"14"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER61,VARCHAR2,"150",,,Y,"71"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER13,VARCHAR2,"150",,,Y,"23"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER97,VARCHAR2,"150",,,Y,"107"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER71,VARCHAR2,"150",,,Y,"81"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER21,VARCHAR2,"150",,,Y,"31"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER11,VARCHAR2,"150",,,Y,"21"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER39,VARCHAR2,"150",,,Y,"49"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER89,VARCHAR2,"150",,,Y,"99"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER30,VARCHAR2,"150",,,Y,"40"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER93,VARCHAR2,"150",,,Y,"103"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER67,VARCHAR2,"150",,,Y,"77"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER7,VARCHAR2,"150",,,Y,"17"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER92,VARCHAR2,"150",,,Y,"102"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER35,VARCHAR2,"150",,,Y,"45"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER37,VARCHAR2,"150",,,Y,"47"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER15,VARCHAR2,"150",,,Y,"25"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER6,VARCHAR2,"150",,,Y,"16"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,FULLNAME,VARCHAR2,"50",,,N,"6"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER16,VARCHAR2,"150",,,Y,"26"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER111,VARCHAR2,"150",,,Y,"121"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER60,VARCHAR2,"150",,,Y,"70"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER49,VARCHAR2,"150",,,Y,"59"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER73,VARCHAR2,"150",,,Y,"83"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER118,VARCHAR2,"150",,,Y,"128"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER56,VARCHAR2,"150",,,Y,"66"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER109,VARCHAR2,"150",,,Y,"119"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER104,VARCHAR2,"150",,,Y,"114"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER62,VARCHAR2,"150",,,Y,"72"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER14,VARCHAR2,"150",,,Y,"24"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER113,VARCHAR2,"150",,,Y,"123"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER48,VARCHAR2,"150",,,Y,"58"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER105,VARCHAR2,"150",,,Y,"115"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER70,VARCHAR2,"150",,,Y,"80"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER74,VARCHAR2,"150",,,Y,"84"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER59,VARCHAR2,"150",,,Y,"69"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,RECIPENUMBER,NUMBER,"22",,,N,"1"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER94,VARCHAR2,"150",,,Y,"104"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER100,VARCHAR2,"150",,,Y,"110"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER19,VARCHAR2,"150",,,Y,"29"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER91,VARCHAR2,"150",,,Y,"101"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER103,VARCHAR2,"150",,,Y,"113"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER72,VARCHAR2,"150",,,Y,"82"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER38,VARCHAR2,"150",,,Y,"48"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER65,VARCHAR2,"150",,,Y,"75"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER3,VARCHAR2,"150",,,Y,"13"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER1,VARCHAR2,"150",,,Y,"11"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,SIGN,VARCHAR2,"20",,,N,"5"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER18,VARCHAR2,"150",,,Y,"28"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER43,VARCHAR2,"150",,,Y,"53"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER85,VARCHAR2,"150",,,Y,"95"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER90,VARCHAR2,"150",,,Y,"100"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER112,VARCHAR2,"150",,,Y,"122"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER17,VARCHAR2,"150",,,Y,"27"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER119,VARCHAR2,"150",,,Y,"129"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER51,VARCHAR2,"150",,,Y,"61"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER66,VARCHAR2,"150",,,Y,"76"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER40,VARCHAR2,"150",,,Y,"50"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER32,VARCHAR2,"150",,,Y,"42"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER86,VARCHAR2,"150",,,Y,"96"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER115,VARCHAR2,"150",,,Y,"125"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER0,VARCHAR2,"150",,,Y,"10"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER99,VARCHAR2,"150",,,Y,"109"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER28,VARCHAR2,"150",,,Y,"38"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER31,VARCHAR2,"150",,,Y,"41"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER54,VARCHAR2,"150",,,Y,"64"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER117,VARCHAR2,"150",,,Y,"127"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER12,VARCHAR2,"150",,,Y,"22"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER24,VARCHAR2,"150",,,Y,"34"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER46,VARCHAR2,"150",,,Y,"56"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AC_RICETTE,PARAMETER116,VARCHAR2,"150",,,Y,"126"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AEM_REPORT_ROOMVISITED,FULLNAME,VARCHAR2,"80",,,Y,"8"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AEM_REPORT_ROOMVISITED,MAXTIMEINROOM,NUMBER,"22",,,Y,"4"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AEM_REPORT_ROOMVISITED,ROOMACTUAL,NUMBER,"22",,,Y,"2"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AEM_REPORT_ROOMVISITED,ALMTIME,VARCHAR2,"40",,,Y,"5"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AEM_REPORT_ROOMVISITED,USERNAME,VARCHAR2,"40",,,Y,"7"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AEM_REPORT_ROOMVISITED,SEQUENCE,VARCHAR2,"40",,,Y,"9"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AEM_REPORT_ROOMVISITED,DATETIME,VARCHAR2,"40",,,Y,"6"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AEM_REPORT_ROOMVISITED,ROOM,NUMBER,"22",,,Y,"1"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AEM_REPORT_ROOMVISITED,TIMEINROOM,NUMBER,"22",,,Y,"3"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AEM_REPORT_USERS,ACCESSFLOW,VARCHAR2,"40",,,Y,"2"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AEM_REPORT_USERS,USERMAXTIMEINROOMS02,NUMBER,"22",,,Y,"18"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AEM_REPORT_USERS,TIMESTAMP,DATE,"7",,,N,"24"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AEM_REPORT_USERS,INTRAINING,NUMBER,"22",,,Y,"5"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AEM_REPORT_USERS,OPERMONITACTIVITYDONEPARTIAL,NUMBER,"22",,,Y,"26"
ora_prd448_XF_INFORMATICA,"0071",XFHISTORIAN,AEM_REPORT_USERS,TRAININGBYPASSED,NUMBER,"22",,,Y,"25"
